index,Id Amostra,Ano,Parecer Amostra,Data Coleta,Análise,Valor,Unidade Medida,Parecer Análise
4783,362012,2024,Conforme,2024-03-06 08:15:00.000,pH,6.4,N.A,Conforme
4784,362012,2024,Conforme,2024-03-06 08:15:00.000,Turbidez,0.41,uT,Conforme
4785,362012,2024,Conforme,2024-03-06 08:15:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4786,362012,2024,Conforme,2024-03-06 08:15:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4787,362013,2024,Conforme,2024-03-07 08:17:00.000,Bactérias Heterotróficas,< 1,UFC/mL,Conforme
4788,362013,2024,Conforme,2024-03-07 08:17:00.000,Cloro Residual Livre,2.1,mg/L,Conforme
4789,362013,2024,Conforme,2024-03-07 08:17:00.000,Cor Aparente,<3,uH,Conforme
4790,362013,2024,Conforme,2024-03-07 08:17:00.000,pH,6.4,N.A,Conforme
4791,362013,2024,Conforme,2024-03-07 08:17:00.000,Turbidez,0.4,uT,Conforme
4792,362013,2024,Conforme,2024-03-07 08:17:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4793,362013,2024,Conforme,2024-03-07 08:17:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4794,362014,2024,Conforme,2024-03-08 07:50:00.000,Bactérias Heterotróficas,< 1,UFC/mL,Conforme
4795,362014,2024,Conforme,2024-03-08 07:50:00.000,Cloro Residual Livre,2.2,mg/L,Conforme
4796,362014,2024,Conforme,2024-03-08 07:50:00.000,Cor Aparente,3,uH,Conforme
4797,362014,2024,Conforme,2024-03-08 07:50:00.000,pH,6.98,N.A,Conforme
4798,362014,2024,Conforme,2024-03-08 07:50:00.000,Turbidez,0.48,uT,Conforme
4799,362014,2024,Conforme,2024-03-08 07:50:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4800,362014,2024,Conforme,2024-03-08 07:50:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4801,362015,2024,Conforme,2024-03-11 08:16:00.000,Bactérias Heterotróficas,1,UFC/mL,Conforme
4802,362015,2024,Conforme,2024-03-11 08:16:00.000,Cloro Residual Livre,2.2,mg/L,Conforme
4803,362015,2024,Conforme,2024-03-11 08:16:00.000,Cor Aparente,<3,uH,Conforme
4804,362015,2024,Conforme,2024-03-11 08:16:00.000,pH,6.7,N.A,Conforme
4805,362015,2024,Conforme,2024-03-11 08:16:00.000,Turbidez,0.34,uT,Conforme
4806,362015,2024,Conforme,2024-03-11 08:16:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4807,362015,2024,Conforme,2024-03-11 08:16:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4808,362016,2024,Conforme,2024-04-02 14:27:00.000,Bactérias Heterotróficas,2,UFC/mL,Conforme
4809,362016,2024,Conforme,2024-04-02 14:27:00.000,Cloro Residual Livre,1.4,mg/L,Conforme
4810,362016,2024,Conforme,2024-04-02 14:27:00.000,Cor Aparente,14,uH,Conforme
4811,362016,2024,Conforme,2024-04-02 14:27:00.000,pH,6.9,N.A,Conforme
4812,362016,2024,Conforme,2024-04-02 14:27:00.000,Turbidez,1.97,uT,Conforme
4813,362016,2024,Conforme,2024-04-02 14:27:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4814,362016,2024,Conforme,2024-04-02 14:27:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4815,362017,2024,Conforme,2024-04-03 08:20:00.000,Bactérias Heterotróficas,2,UFC/mL,Conforme
4816,362017,2024,Conforme,2024-04-03 08:20:00.000,Cloro Residual Livre,1.9,mg/L,Conforme
4817,362017,2024,Conforme,2024-04-03 08:20:00.000,Cor Aparente,<3,uH,Conforme
4818,362017,2024,Conforme,2024-04-03 08:20:00.000,pH,6.38,N.A,Conforme
4819,362017,2024,Conforme,2024-04-03 08:20:00.000,Turbidez,0.46,uT,Conforme
4820,362017,2024,Conforme,2024-04-03 08:20:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4821,362017,2024,Conforme,2024-04-03 08:20:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4822,362018,2024,Conforme,2024-04-03 09:21:00.000,Bactérias Heterotróficas,10,UFC/mL,Conforme
4823,362018,2024,Conforme,2024-04-03 09:21:00.000,Cloro Residual Livre,2,mg/L,Conforme
4824,362018,2024,Conforme,2024-04-03 09:21:00.000,Cor Aparente,<3,uH,Conforme
4825,362018,2024,Conforme,2024-04-03 09:21:00.000,pH,7.14,N.A,Conforme
4826,362018,2024,Conforme,2024-04-03 09:21:00.000,Turbidez,0.57,uT,Conforme
4827,362018,2024,Conforme,2024-04-03 09:21:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4828,362018,2024,Conforme,2024-04-03 09:21:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4829,362019,2024,Conforme,2024-04-03 11:30:00.000,Bactérias Heterotróficas,< 1,UFC/mL,Conforme
4830,362019,2024,Conforme,2024-04-03 11:30:00.000,Cloro Residual Livre,1.9,mg/L,Conforme
4831,362019,2024,Conforme,2024-04-03 11:30:00.000,Cor Aparente,12,uH,Conforme
4832,362019,2024,Conforme,2024-04-03 11:30:00.000,pH,7.23,N.A,Conforme
4833,362019,2024,Conforme,2024-04-03 11:30:00.000,Turbidez,2.8,uT,Conforme
4834,362019,2024,Conforme,2024-04-03 11:30:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4835,362019,2024,Conforme,2024-04-03 11:30:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4836,362020,2024,Conforme,2024-04-03 14:40:00.000,Bactérias Heterotróficas,< 1,UFC/mL,Conforme
4837,362020,2024,Conforme,2024-04-03 14:40:00.000,Cloro Residual Livre,1.6,mg/L,Conforme
4838,362020,2024,Conforme,2024-04-03 14:40:00.000,Cor Aparente,10,uH,Conforme
4839,362020,2024,Conforme,2024-04-03 14:40:00.000,pH,6.8,N.A,Conforme
4840,362020,2024,Conforme,2024-04-03 14:40:00.000,Turbidez,0.76,uT,Conforme
4841,362020,2024,Conforme,2024-04-03 14:40:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4842,362020,2024,Conforme,2024-04-03 14:40:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4843,362038,2024,Conforme,2024-03-01 10:06:45.890,Leitura Padrão DBO 165 mg/L,140,mg/L,Conforme
4844,362039,2024,Conforme,2024-03-01 10:06:54.203,Leitura Padrão DBO 165 mg/L,140,mg/L,Conforme
4845,362055,2024,,2024-02-27 08:00:00.000,Alcalinidade Total,40,mg/L,
4846,362056,2024,,2024-02-27 08:00:00.000,Alcalinidade Total,47,mg/L,
4847,362057,2024,Conforme,2024-03-04 08:30:00.000,Cor Aparente,4,uH,Conforme
4848,362057,2024,Conforme,2024-03-04 08:30:00.000,pH,7.2,,Conforme
4849,362057,2024,Conforme,2024-03-04 08:30:00.000,Turbidez,0.47,uT,Conforme
4850,362057,2024,Conforme,2024-03-04 08:30:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4851,362057,2024,Conforme,2024-03-04 08:30:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4852,362057,2024,Conforme,2024-03-04 08:30:00.000,Cloro Residual Livre,2.7,mg/L,Conforme
4853,362057,2024,Conforme,2024-03-04 08:30:00.000,Alumínio,0.04,mg/L,Conforme
4854,362057,2024,Conforme,2024-03-04 08:30:00.000,Fluoreto,0.74,mg/L,Conforme
4855,362058,2024,Atenção,2024-03-04 15:35:00.000,Cor Aparente,6,uH,Conforme
4856,362058,2024,Atenção,2024-03-04 15:35:00.000,pH,6.86,,Conforme
4857,362058,2024,Atenção,2024-03-04 15:35:00.000,Turbidez,0.86,uT,Conforme
4858,362058,2024,Atenção,2024-03-04 15:35:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4859,362058,2024,Atenção,2024-03-04 15:35:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4860,362058,2024,Atenção,2024-03-04 15:35:00.000,Cloro Residual Livre,2.2,mg/L,Conforme
4861,362058,2024,Atenção,2024-03-04 15:35:00.000,Fluoreto,0.34,mg/L,Atenção
4862,362059,2024,Não Conforme,2024-03-04 10:00:00.000,Cor Aparente,11,uH,Conforme
4863,362059,2024,Não Conforme,2024-03-04 10:00:00.000,pH,7.02,,Conforme
4864,362059,2024,Não Conforme,2024-03-04 10:00:00.000,Turbidez,1.05,uT,Conforme
4865,362059,2024,Não Conforme,2024-03-04 10:00:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4866,362059,2024,Não Conforme,2024-03-04 10:00:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4867,362059,2024,Não Conforme,2024-03-04 10:00:00.000,Cloro Residual Livre,2.4,mg/L,Conforme
4868,362059,2024,Não Conforme,2024-03-04 10:00:00.000,Alumínio,0.06,mg/L,Conforme
4869,362059,2024,Não Conforme,2024-03-04 10:00:00.000,Fluoreto,1.59,mg/L,Não Conforme
4870,362060,2024,Conforme,2024-03-04 10:53:00.000,Cor Aparente,<3,uH,Conforme
4871,362060,2024,Conforme,2024-03-04 10:53:00.000,pH,6.51,,Conforme
4872,362060,2024,Conforme,2024-03-04 10:53:00.000,Turbidez,0.37,uT,Conforme
4873,362060,2024,Conforme,2024-03-04 10:53:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4874,362060,2024,Conforme,2024-03-04 10:53:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4875,362060,2024,Conforme,2024-03-04 10:53:00.000,Cloro Residual Livre,2.7,mg/L,Conforme
4876,362060,2024,Conforme,2024-03-04 10:53:00.000,Alumínio,0.08,mg/L,Conforme
4877,362060,2024,Conforme,2024-03-04 10:53:00.000,Fluoreto,0.92,mg/L,Conforme
4878,362061,2024,Conforme,2024-03-04 10:36:00.000,Cor Aparente,3,uH,Conforme
4879,362061,2024,Conforme,2024-03-04 10:36:00.000,pH,6.86,,Conforme
4880,362061,2024,Conforme,2024-03-04 10:36:00.000,Turbidez,0.64,uT,Conforme
4881,362061,2024,Conforme,2024-03-04 10:36:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4882,362061,2024,Conforme,2024-03-04 10:36:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4883,362061,2024,Conforme,2024-03-04 10:36:00.000,Cloro Residual Livre,2.1,mg/L,Conforme
4884,362061,2024,Conforme,2024-03-04 10:36:00.000,Alumínio,0.053,mg/L,Conforme
4885,362061,2024,Conforme,2024-03-04 10:36:00.000,Fluoreto,0.65,mg/L,Conforme
4886,362062,2024,Atenção,2024-03-04 08:30:00.000,Cor Aparente,6,uH,Conforme
4887,362062,2024,Atenção,2024-03-04 08:30:00.000,pH,6.3,,Conforme
4888,362062,2024,Atenção,2024-03-04 08:30:00.000,Turbidez,0.9,uT,Conforme
4889,362062,2024,Atenção,2024-03-04 08:30:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4890,362062,2024,Atenção,2024-03-04 08:30:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4891,362062,2024,Atenção,2024-03-04 08:30:00.000,Cloro Residual Livre,2.6,mg/L,Conforme
4892,362062,2024,Atenção,2024-03-04 08:30:00.000,Alumínio,0.088,mg/L,Conforme
4893,362062,2024,Atenção,2024-03-04 08:30:00.000,Fluoreto,0.55,mg/L,Atenção
4894,362063,2024,Atenção,2024-03-04 09:30:00.000,Cor Aparente,<3,uH,Conforme
4895,362063,2024,Atenção,2024-03-04 09:30:00.000,pH,6.2,,Conforme
4896,362063,2024,Atenção,2024-03-04 09:30:00.000,Turbidez,0.29,uT,Conforme
4897,362063,2024,Atenção,2024-03-04 09:30:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4898,362063,2024,Atenção,2024-03-04 09:30:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4899,362063,2024,Atenção,2024-03-04 09:30:00.000,Cloro Residual Livre,1.9,mg/L,Conforme
4900,362063,2024,Atenção,2024-03-04 09:30:00.000,Alumínio,0.102,mg/L,Conforme
4901,362063,2024,Atenção,2024-03-04 09:30:00.000,Fluoreto,0.43,mg/L,Atenção
4902,362064,2024,Conforme,2024-03-04 08:36:00.000,Coliformes Totais,5437,NMP/100mL,
4903,362064,2024,Conforme,2024-03-04 08:36:00.000,Escherichia coli,625,NMP/100mL,Conforme
4904,362065,2024,Atenção,2024-03-06 11:30:00.000,Coliformes Totais,46130,NMP/100mL,
4905,362065,2024,Atenção,2024-03-06 11:30:00.000,Escherichia coli,5355,NMP/100mL,Atenção
4906,362066,2024,Conforme,2024-03-04 15:40:00.000,Coliformes Totais,6642,NMP/100mL,
4907,362066,2024,Conforme,2024-03-04 15:40:00.000,Escherichia coli,367,NMP/100mL,Conforme
4908,362067,2024,Conforme,2024-03-04 09:51:00.000,Coliformes Totais,3624,NMP/100mL,
4909,362067,2024,Conforme,2024-03-04 09:51:00.000,Escherichia coli,76,NMP/100mL,Conforme
4910,362068,2024,Conforme,2024-03-04 10:49:00.000,Coliformes Totais,4911,NMP/100mL,
4911,362068,2024,Conforme,2024-03-04 10:49:00.000,Escherichia coli,468,NMP/100mL,Conforme
4912,362069,2024,Atenção,2024-03-06 10:36:00.000,Coliformes Totais,61310,NMP/100mL,
4913,362069,2024,Atenção,2024-03-06 10:36:00.000,Escherichia coli,3333,NMP/100mL,Atenção
4914,362070,2024,,2024-03-06 09:30:00.000,Coliformes Totais,Ausência,A-P/100mL,
4915,362070,2024,,2024-03-06 09:30:00.000,Escherichia coli,Ausência,A-P/100mL,
4916,362071,2024,,2024-03-04 08:30:00.000,Turbidez,41.7,uT,
4917,362071,2024,,2024-03-04 08:30:00.000,Bactérias Esporogênicas,43000,UFC/mL,
4918,362071,2024,,2024-03-04 08:30:00.000,DQO,34,mg/L,
4919,362072,2024,,2024-03-04 08:31:00.000,Turbidez,0.47,uT,
4920,362072,2024,,2024-03-04 08:31:00.000,Bactérias Esporogênicas,32,UFC/mL,
4921,362073,2024,,2024-03-04 08:31:00.000,Turbidez,0.38,uT,
4922,362073,2024,,2024-03-04 08:31:00.000,Bactérias Esporogênicas,38,UFC/mL,
4923,362074,2024,,2024-03-04 08:32:00.000,Turbidez,0.31,uT,
4924,362074,2024,,2024-03-04 08:32:00.000,Bactérias Esporogênicas,1,UFC/mL,
4925,362075,2024,,2024-03-04 08:33:00.000,Turbidez,0.28,uT,
4926,362075,2024,,2024-03-04 08:33:00.000,Bactérias Esporogênicas,5,UFC/mL,
4927,362076,2024,,2024-03-04 08:34:00.000,Turbidez,0.35,uT,
4928,362076,2024,,2024-03-04 08:34:00.000,Bactérias Esporogênicas,13,UFC/mL,
4929,362077,2024,,2024-03-04 08:35:00.000,Turbidez,0.24,uT,
4930,362077,2024,,2024-03-04 08:35:00.000,Bactérias Esporogênicas,3,UFC/mL,
4931,362078,2024,Não Conforme,2024-03-01 10:30:00.000,Cloro Residual Livre,1,mg/L,Conforme
4932,362078,2024,Não Conforme,2024-03-01 10:30:00.000,Cor Aparente,62,uH,Não Conforme
4933,362078,2024,Não Conforme,2024-03-01 10:30:00.000,Turbidez,7.43,uT,Não Conforme
4934,362078,2024,Não Conforme,2024-03-01 10:30:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4935,362078,2024,Não Conforme,2024-03-01 10:30:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4936,362079,2024,Conforme,2024-03-01 11:30:00.000,Cloro Residual Livre,0.9,mg/L,Conforme
4937,362079,2024,Conforme,2024-03-01 11:30:00.000,Cor Aparente,13,uH,Conforme
4938,362079,2024,Conforme,2024-03-01 11:30:00.000,Turbidez,1.97,uT,Conforme
4939,362079,2024,Conforme,2024-03-01 11:30:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4940,362079,2024,Conforme,2024-03-01 11:30:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4941,362080,2024,Conforme,2024-03-01 12:00:00.000,Cloro Residual Livre,0.5,mg/L,Conforme
4942,362080,2024,Conforme,2024-03-01 12:00:00.000,Cor Aparente,6,uH,Conforme
4943,362080,2024,Conforme,2024-03-01 12:00:00.000,Turbidez,0.71,uT,Conforme
4944,362080,2024,Conforme,2024-03-01 12:00:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
4945,362080,2024,Conforme,2024-03-01 12:00:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
4946,362223,2024,Conforme,2024-03-04 09:05:59.237,Leitura Padrão DBO 165 mg/L,150,mg/L,Conforme
4947,362266,2024,,2024-03-04 09:45:43.197,CAAN - Branco Alcalinidade,1,mg/L,
4948,362267,2024,Conforme,2024-03-04 09:45:47.340,Leitura Padrão Alcalinidade 10mg/L,10,mg/L,Conforme
4949,362294,2024,Conforme,2024-03-04 10:06:06.853,Leitura Padrão Ferro 1 mg/ L,0.96,mg/L,Conforme
4950,362295,2024,,2024-03-04 10:06:09.750,CAAN - Branco Ferro,0,mg/L,
4951,362298,2024,,2024-03-04 10:24:35.697,CAAN - Branco Sólidos Suspensos,0,mg/L,
4952,362299,2024,,2024-03-04 10:32:46.760,CAAN - Branco Sólidos Suspensos,0,mg/L,
4953,362403,2024,Conforme,2024-03-05 08:08:39.040,Leitura Padrão Turbidez 10 uT,10,uT,Conforme
4954,362404,2024,Conforme,2024-03-05 08:26:09.107,Leitura Padrão Turbidez 10 uT,10,uT,Conforme
4955,362405,2024,Conforme,2024-03-05 08:54:21.387,Leitura Padrão Turbidez 10 uT,10,uT,Conforme
4956,362406,2024,Conforme,2024-03-05 08:56:18.247,Leitura Padrão Turbidez 10 uT,10.1,uT,Conforme
4957,362407,2024,Conforme,2024-03-05 09:04:15.900,Leitura Padrão Turbidez 10 uT,9.99,uT,Conforme
4958,362408,2024,Conforme,2024-03-05 09:08:17.087,Leitura Padrão Turbidez 10 uT,9.99,uT,Conforme
4959,362409,2024,Conforme,2024-03-05 09:35:42.353,Leitura Padrão Turbidez 10 uT,9.99,uT,Conforme
4960,362411,2024,Conforme,2024-03-05 09:39:39.820,Leitura Padrão Turbidez 10 uT,9.89,uT,Conforme
4961,362412,2024,Conforme,2024-03-05 09:44:11.717,Leitura Padrão Turbidez 10 uT,9.89,uT,Conforme
4962,362413,2024,Conforme,2024-03-05 09:46:57.110,Leitura Padrão Turbidez 10 uT,10.4,uT,Conforme
4963,362414,2024,Conforme,2024-03-05 09:50:10.220,Leitura Padrão Turbidez 10 uT,10.4,uT,Conforme
4964,362415,2024,Conforme,2024-03-05 09:52:15.720,Leitura Padrão Cor Aparente 10uH,10,uH,Conforme
4965,362416,2024,,2024-03-05 09:52:19.877,CAAN - Branco Cor Aparente,0,uH,
4966,362417,2024,Conforme,2024-03-05 09:54:37.647,Leitura Padrão Cor Aparente 10uH,10,uH,Conforme
4967,362418,2024,,2024-03-05 09:54:40.100,CAAN - Branco Cor Aparente,0,uH,
4968,362419,2024,Conforme,2024-03-05 09:56:50.610,Leitura Padrão Cor Aparente 10uH,9,uH,Conforme
4969,362420,2024,,2024-03-05 09:56:55.057,CAAN - Branco Cor Aparente,0,uH,
4970,362421,2024,Conforme,2024-03-05 09:59:53.773,Leitura Padrão Cor Aparente 10uH,9,uH,Conforme
4971,362422,2024,,2024-03-05 09:59:57.477,CAAN - Branco Cor Aparente,0,uH,
4972,362423,2024,Conforme,2024-03-05 10:03:04.840,Leitura Padrão Cor Aparente 10uH,9,uH,Conforme
4973,362424,2024,,2024-03-05 10:03:09.293,CAAN - Branco Cor Aparente,0,uH,
4974,362425,2024,Conforme,2024-03-05 10:05:11.993,Leitura Padrão Cor Aparente 10uH,9,uH,Conforme
4975,362426,2024,,2024-03-05 10:05:16.530,CAAN - Branco Cor Aparente,0,uH,
4976,362427,2024,Conforme,2024-03-05 10:07:28.263,Leitura Padrão Cor Aparente 10uH,9,uH,Conforme
4977,362428,2024,,2024-03-05 10:07:31.230,CAAN - Branco Cor Aparente,0,uH,
4978,362429,2024,Conforme,2024-03-05 10:09:38.967,Leitura Padrão Cor Aparente 10uH,9,uH,Conforme
4979,362430,2024,,2024-03-05 10:09:42.913,CAAN - Branco Cor Aparente,0,uH,
4980,362431,2024,Conforme,2024-03-05 10:11:38.613,Leitura Padrão Cor Aparente 10uH,9,uH,Conforme
4981,362432,2024,,2024-03-05 10:11:41.127,CAAN - Branco Cor Aparente,0,uH,
4982,362433,2024,,2024-03-05 10:15:00.540,CAAN - Branco Fluoreto,0,mg/L,
4983,362434,2024,Conforme,2024-03-05 10:15:05.837,"Leitura Padrão Fluoreto 1,00 mg/L",1.2,mg/L,Conforme
4984,362435,2024,,2024-03-05 10:38:04.197,CAAN - Branco Fluoreto,0,mg/L,
4985,362436,2024,Conforme,2024-03-05 10:38:08.217,"Leitura Padrão Fluoreto 1,00 mg/L",1.2,mg/L,Conforme
4986,362438,2024,,2024-03-05 10:44:15.897,CAAN - Branco Fluoreto,0,mg/L,
4987,362439,2024,Conforme,2024-03-05 10:44:17.273,"Leitura Padrão Fluoreto 1,00 mg/L",1.12,mg/L,Conforme
4988,362440,2024,,2024-03-05 10:58:19.500,CAAN - Branco Alcalinidade,1,mg/L,
4989,362441,2024,Conforme,2024-03-05 10:58:22.783,Leitura Padrão Alcalinidade 10mg/L,10,mg/L,Conforme
4990,362444,2024,Conforme,2024-03-05 11:16:07.880,"Leitura Padrão Surfactantes Aniônicos 1,2 mg/L",1,mg/L,Conforme
4991,362445,2024,,2024-03-05 11:33:24.867,CAAN - Branco Sólidos Suspensos,0,mg/L,
4992,362446,2024,Conforme,2024-03-05 11:50:43.883,Leitura Padrão Nitrogênio Amoniacal 10 mg/L,9.8,,Conforme
4993,362447,2024,,2024-03-05 11:50:46.553,CAAN - Branco Nitrogênio Amoniacal,0,mg/L,
4994,362461,2024,Conforme,2024-03-05 13:51:26.250,Leitura Padrão Nitrogênio Amoniacal 10 mg/L,9.8,,Conforme
4995,362462,2024,,2024-03-05 13:51:29.260,CAAN - Branco Nitrogênio Amoniacal,0,mg/L,
4996,362463,2024,Conforme,2024-03-05 14:04:03.330,Leitura Padrão Nitrogênio Amoniacal 10 mg/L,10.3,,Conforme
4997,362464,2024,,2024-03-05 14:04:06.207,CAAN - Branco Nitrogênio Amoniacal,0,mg/L,
4998,362465,2024,,2024-03-05 14:16:59.263,CAAN - Branco Cloreto,1,mg/L,
4999,362466,2024,Conforme,2024-03-05 14:17:02.763,Leitura Padrão Cloreto 5mg/L,5,mg/L,Conforme
5000,362468,2024,,2024-03-05 14:37:26.740,CAAN - Branco Dureza,1,mg/L,
5001,362469,2024,Conforme,2024-03-05 14:37:36.163,Leitura Padrão Dureza 50 mg/L,50,mg/L,Conforme
5002,362493,2024,Conforme,2024-03-06 11:11:00.000,Cloro Residual Livre,1.5,mg/L,Conforme
5003,362493,2024,Conforme,2024-03-06 11:11:00.000,Cor Aparente,12,uH,Conforme
5004,362493,2024,Conforme,2024-03-06 11:11:00.000,Turbidez,1.26,uT,Conforme
5005,362493,2024,Conforme,2024-03-06 11:11:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
5006,362493,2024,Conforme,2024-03-06 11:11:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
5007,362494,2024,Conforme,2024-03-06 11:00:00.000,Cloro Residual Livre,1.3,mg/L,Conforme
5008,362494,2024,Conforme,2024-03-06 11:00:00.000,Cor Aparente,12,uH,Conforme
5009,362494,2024,Conforme,2024-03-06 11:00:00.000,Turbidez,1.25,uT,Conforme
5010,362494,2024,Conforme,2024-03-06 11:00:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
5011,362494,2024,Conforme,2024-03-06 11:00:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
5012,362495,2024,Não Conforme,2024-03-06 08:00:00.000,Cloro Residual Livre,1.5,mg/L,Conforme
5013,362495,2024,Não Conforme,2024-03-06 08:00:00.000,Cor Aparente,72,uH,Não Conforme
5014,362495,2024,Não Conforme,2024-03-06 08:00:00.000,Turbidez,7.87,uT,Não Conforme
5015,362495,2024,Não Conforme,2024-03-06 08:00:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
5016,362495,2024,Não Conforme,2024-03-06 08:00:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
5017,362496,2024,Conforme,2024-03-06 08:10:00.000,Cloro Residual Livre,2,mg/L,Conforme
5018,362496,2024,Conforme,2024-03-06 08:10:00.000,Cor Aparente,11,uH,Conforme
5019,362496,2024,Conforme,2024-03-06 08:10:00.000,Turbidez,1.27,uT,Conforme
5020,362496,2024,Conforme,2024-03-06 08:10:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
5021,362496,2024,Conforme,2024-03-06 08:10:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
5022,362498,2024,Conforme,2024-03-06 10:40:00.000,Cloro Residual Livre,2.5,mg/L,Conforme
5023,362498,2024,Conforme,2024-03-06 10:40:00.000,Cor Aparente,4,uH,Conforme
5024,362498,2024,Conforme,2024-03-06 10:40:00.000,Turbidez,0.59,uT,Conforme
5025,362498,2024,Conforme,2024-03-06 10:40:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
5026,362498,2024,Conforme,2024-03-06 10:40:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
5027,362498,2024,Conforme,2024-03-06 10:40:00.000,Bactérias Heterotróficas,1,UFC/mL,Conforme
5028,362499,2024,Não Conforme,2024-03-06 09:22:00.000,Cloro Residual Livre,1.5,mg/L,Conforme
5029,362499,2024,Não Conforme,2024-03-06 09:22:00.000,Cor Aparente,136,uH,Não Conforme
5030,362499,2024,Não Conforme,2024-03-06 09:22:00.000,Turbidez,11.1,uT,Não Conforme
5031,362499,2024,Não Conforme,2024-03-06 09:22:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
5032,362499,2024,Não Conforme,2024-03-06 09:22:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
5033,362500,2024,Atenção,2024-03-06 09:42:00.000,Cloro Residual Livre,2.8,mg/L,Conforme
5034,362500,2024,Atenção,2024-03-06 09:42:00.000,Cor Aparente,9,uH,Conforme
5035,362500,2024,Atenção,2024-03-06 09:42:00.000,pH,6.92,N.A,Conforme
5036,362500,2024,Atenção,2024-03-06 09:42:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
5037,362500,2024,Atenção,2024-03-06 09:42:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
5038,362500,2024,Atenção,2024-03-06 09:42:00.000,Fluoreto,0.48,mg/L,Atenção
5039,362501,2024,Não Conforme,2024-03-06 09:43:00.000,Turbidez,1.15,uT,Não Conforme
5040,362502,2024,Não Conforme,2024-03-06 09:43:00.000,Turbidez,1.19,uT,Não Conforme
5041,362503,2024,Conforme,2024-03-06 10:18:00.000,Cloro Residual Livre,2.8,mg/L,Conforme
5042,362503,2024,Conforme,2024-03-06 10:18:00.000,Cor Aparente,4,uH,Conforme
5043,362503,2024,Conforme,2024-03-06 10:18:00.000,pH,6.74,N.A,Conforme
5044,362503,2024,Conforme,2024-03-06 10:18:00.000,Coliformes Totais,Ausência,A-P/100mL,Conforme
5045,362503,2024,Conforme,2024-03-06 10:18:00.000,Escherichia coli,Ausência,A-P/100mL,Conforme
5046,362503,2024,Conforme,2024-03-06 10:18:00.000,Fluoreto,0.73,mg/L,Conforme
5047,362504,2024,Conforme,2024-03-06 10:20:00.000,Turbidez,0.42,uT,Conforme
5048,362505,2024,Conforme,2024-03-06 10:21:00.000,Turbidez,0.34,uT,Conforme
5049,362506,2024,Atenção,2024-03-06 08:45:00.000,Cloro Residual Livre,1.9,mg/L,Conforme
5050,362506,2024,Atenção,2024-03-06 08:45:00.000,Cor Aparente,<3,uH,Conforme
